Dates,IHG LN Equity,DNLM LN Equity,GRG LN Equity,TRIG LN Equity,RDSB LN Equity,INVP LN Equity,PRU LN Equity,LLOY LN Equity,SN/ LN Equity,GSK LN Equity,AZN LN Equity,SMIN LN Equity,KNOS LN Equity,FSKY LN Equity,INRG LN Equity,RTWO LN Equity,MNDI LN Equity,GLEN LN Equity,CRH LN Equity,GLRE LN Equity,BLND LN Equity,UTG LN Equity,PNN LN Equity
1/13/2021,4849,1296,1801,125.35,1417,199.1,1414.5,36.245,1573,1372.6,7529,1519.5,1120,2960.25,1370.5,89.75,1855,277.25,3280,33.075,453,1002,1470.299
1/14/2021,4890,1189,1863,125.549,1442.6,204.4,1432,36.455,1587.5,1393.4,7559,1527,1120,2989.5,1359,91.105,1863,285,3274,33.505,455.1,992.5,1428.599
1/15/2021,4848,1197,1880,124.952,1420,203.5,1430.5,35.935,1577,1413.6,7592,1495,1090,2981,1288.5,89.605,1809.5,279.9,3264,33.395,449.8,976.5,1447.199
1/18/2021,4788,1175,1907,125.549,1406.8,201.9,1421,36.175,1569.5,1400,7662,1494.5,1104,2990,1290,90.38,1830.5,276.85,3257,33.665,454.1,993.5,1454.699
1/19/2021,4858,1159,1960,125.748,1412.2,202.2,1434.5,36,1624,1410.4,7722,1496.5,1098,2997.5,1316.5,90.735,1795,273.75,3278,33.53,448,962.5,1435.199
1/20/2021,4826,1170,1997,126.544,1418,203.5,1420.5,35.785,1668.5,1379.8,7645,1518.5,1104,3038.75,1312.5,91.35,1817,280.3,3295,33.83,448.1,976.5,1442.399
1/21/2021,4825,1182,2054,125.748,1376.8,196.7,1426,35.315,1624.5,1364.8,7650,1494,1136,3020.5,1348,90.88,1840.5,276.5,3252,33.625,436.6,954.5,1429.499
1/22/2021,4747,1176,2056,125.35,1359.6,189.4,1395,34.77,1653.5,1380.2,7777,1495,1322,3029,1359.5,90.245,1830,270.8,3220,33.655,440,954.5,1437.599
1/25/2021,4562,1144,1999,124.952,1320.4,185.9,1357,33.835,1611,1405,7897,1475.5,1274,3040.75,1368.5,90.73,1781.5,259.75,3120,33.725,429.8,952,1467.899
1/26/2021,4582,1141,2064,126.146,1330.8,188.4,1372.5,34.41,1635,1409.8,7952,1465.5,1260,3040.25,1348.5,91.26,1810,255,3131,34.03,441.2,960,1451.699
1/27/2021,4585,1163,2080,126.345,1327.6,188.2,1341,33.25,1613,1400.8,7779,1415,1220,3076,1285.5,90.2,1746,237.8,3051,33.935,464,949.5,1453.499
1/28/2021,4615,1187,2066,125.748,1299,193.45,1236,33.47,1573,1387.2,7649,1409.5,1212,3031.75,1262,88.67,1756,248.7,3084,34.125,464.4,951,1416.899
1/29/2021,4521,1156,2074,126.345,1272.2,190.35,1172.5,33,1541.5,1357,7491,1418.5,1244,3039.25,1259,88.905,1727.5,246.4,3022,33.895,448.7,960,1402.199
02/01/2021,4607,1217,2110,127.141,1254,191.1,1174.5,33.525,1564.5,1357,7388,1455.5,1276,3065.25,1265,88.67,1758,249.9,3083,33.645,440,972.5,1438.199
02/02/2021,4876,1231,2132,130.125,1250.2,196.1,1197.5,33.995,1573.5,1368,7380,1497.5,1320,3152,1292.5,90.8,1792,246.8,3156,34.09,441,984.5,1432.199
02/03/2021,4848,1228,2134,130.921,1272.4,195.75,1208,34.18,1548,1282,7300,1508,1322,3173,1304.5,90.475,1774.5,248.95,3164,33.93,441.1,930,1428.899
02/04/2021,4985,1236,2100,131.319,1246,198.25,1228,36.11,1571.5,1285,7383,1513,1322,3225.25,1301,92.915,1778.5,247.4,3166,34.29,442.7,960,1403.399
02/05/2021,5076,1261,2108,130.523,1280.2,205.4,1220,37,1551,1265.8,7275,1486,1318,3245.75,1304,94.25,1753.5,259.2,3112,34.47,458.9,980,1372.799
02/08/2021,5026,1246,2062,130.324,1305.2,200.6,1241,37.7,1541.5,1270,7289,1496.5,1332,3320,1311,96.3,1797,264.65,3131,34.52,459.3,978,1373.399
02/09/2021,4981,1261,2050,130.324,1306,199.45,1271,37.545,1547,1277,7312,1476.5,1360,3354.75,1303.5,96.8,1778.5,263.4,3161,34.625,460.4,986,1394.099
02/10/2021,4892,1339,2040,129.13,1306,200.1,1295.5,37.5,1551,1275,7247,1461.5,1358,3317,1277,96.94,1784.5,270.5,3154,35.075,468.1,978,1380.899
02/11/2021,4925,1335,2044,127.937,1278.6,203.2,1290,37.07,1560.5,1255.2,7246,1466,1364,3331.5,1294.5,97.285,1814.5,269.5,3205,35.065,461.8,975.5,1382.099
02/12/2021,4895,1347,2092,125.947,1300.6,209.6,1328,37.1,1572.5,1278,7471,1497,1362,3327.75,1256.25,96.835,1840,268.8,3232,35.1,460,956.5,1397.999
2/15/2021,5124,1408,2168,127.539,1380,220.6,1374.5,39.09,1600,1287.2,7422,1505,1386,3351.5,1266,97.93,1872.5,282.3,3276,35.44,473.7,967,1411.799
2/16/2021,5146,1312,2160,127.937,1369.2,214.8,1396,39.48,1589.5,1273,7334,1498.5,1404,3287.25,1248,96.605,1860,288,3226,35.195,466.9,976.5,1376.999
2/17/2021,5006,1262,2148,127.937,1376.8,205.2,1399,38.925,1567.5,1276.4,7421,1485,1394,3227.25,1200,94.66,1831.5,288.2,3158,35.06,469.8,963,1379.999
2/18/2021,4985,1253,2080,126.942,1331.2,201.1,1382.5,37.485,1475,1239,7454,1472,1392,3202.5,1148,94,1796,288.35,3099,34.75,459.8,950,1349.399
2/19/2021,5110,1249,2090,127.738,1340.4,201,1416,38.19,1473.5,1215.2,7226,1491.5,1414,3244.5,1179,96.16,1816,300.15,3124,35.08,467,948.5,1333.499
2/22/2021,5312,1249,2172,126.146,1373.8,201.5,1426.5,38.42,1415,1205.4,7196,1478.5,1392,3140.5,1107,95.845,1782.5,304.55,3138,35.18,475.4,953.5,1301.699
2/23/2021,5226,1258,2164,127.34,1376.8,201.6,1420,39.22,1409.5,1214.8,7136,1489.5,1362,3012,1053,93.455,1767,303.55,3135,35.625,501.2,1009,1348.799
2/24/2021,5150,1278,2252,129.528,1428.8,205.1,1431,39.335,1434,1213,7120,1522,1312,3064.75,1073.5,96.305,1802,302.5,3193,36.055,520,1033,1325.999
2/25/2021,5122,1284,2160,129.13,1443.2,202.4,1450.5,39.21,1405.5,1216,7010,1506,1316,3030.5,1065,95.73,1800.5,305,3190,36.05,519.6,995.5,1336.199
2/26/2021,5002,1257,2086,128.334,1387.6,195.75,1408.5,39,1385.5,1190.8,6945,1464,1316,2995.5,1066.5,93.37,1724.5,290.7,3095,35.04,489.6,971,1310.999
03/01/2021,5074,1269,2170,129.13,1404.2,205.9,1454,39.005,1390,1200.6,6980,1511,1284,3077,1106.5,95.76,1771.5,296.35,3175,35.38,501,984,1383.299
03/02/2021,5048,1290,2134,129.13,1407.8,204.2,1484,38.88,1388.5,1208.8,6880,1515,1282,3072.5,1075.5,95.085,1788,298.15,3213,34.88,490.9,978.5,1376.399
03/03/2021,5134,1301,2154,129.727,1429,212.3,1484.5,40.415,1364.5,1207.8,6794,1524,1310,2994.5,1026,95.455,1837.5,299.7,3294,34.96,502.4,971.5,1361.399
03/04/2021,5026,1268,2150,129.727,1466.6,214.5,1475.5,40.345,1359,1224.2,6857,1525,1280,2876.5,975.75,92.895,1785.5,286.3,3368,35.045,514.6,990,1391.999
03/05/2021,4841,1238,2098,123.2,1487.6,213.8,1470.5,40.075,1351.5,1243,6858,1505.5,1230,2746.75,899.25,89.295,1759,283,3289,34.115,507,981.5,1433.399
03/08/2021,5108,1247,2138,123.6,1487.8,222.6,1509.5,41.78,1365,1252.2,7005,1525,1232,2890.25,947.25,94.64,1785,292.15,3413,35.235,508.4,995,1412.099
03/09/2021,5198,1287,2138,123.6,1487,220.3,1547,41.135,1367,1258.4,7131,1543.5,1260,2918,992.75,95.535,1802.5,284.9,3406,35.245,515.2,996.5,1428.899
03/10/2021,5158,1314,2132,123.8,1495.2,225.1,1516.5,40.78,1376,1264,7192,1530.5,1280,2936.5,1002.5,96.81,1817.5,283.35,3414,35.2,496.5,1000,1428.599
03/11/2021,5166,1300,2154,123.4,1505,226.8,1521,40.5,1385,1256,7011,1536.5,1348,2971.25,1046,98.37,1830,289.25,3462,35.765,505,994,1438.499
03/12/2021,5160,1305,2182,123,1518,233.3,1539.5,41.21,1395.5,1259.8,6951,1529.5,1336,2949.25,1042.5,99,1846,290.25,3465,35.78,510,1000,1449.599
3/15/2021,5178,1305,2210,123.4,1486.4,230,1545,41.1,1395.5,1266,6978,1524,1348,2971,1041,99.095,1833,285.1,3435,36.375,508.6,998,1441.199
3/16/2021,5218,1357,2278,123.8,1459,232.4,1560.5,41.475,1405,1291,7232,1558,1378,2976.25,1037.5,98.185,1843.5,286.5,3379,36.48,532,1020,1473.299
3/17/2021,5150,1344,2164,123.8,1455.8,229.7,1537,41.46,1394,1287.4,7138,1512.5,1370,2925.5,972,97.575,1818.5,282.3,3359,36.355,525.8,1010,1443.899
3/18/2021,5102,1328,2092,123.6,1438.8,231.1,1561,41.605,1388.5,1298.2,7128,1500,1360,2934,960.5,99.065,1852,287.5,3328,36.4,518,997.5,1444.799
3/19/2021,4993,1331,2060,125.2,1424,209.7,1530,41.025,1354,1296.2,7110,1483,1392,2924.5,967,96.94,1846.5,282,3253,36.295,518,1020,1462.499
3/22/2021,4972,1308,2114,124.6,1412.6,210.4,1527,41,1364,1302,7344,1472,1410,2956,986,95.65,1852,279.45,3227,35.74,506.2,1012,1461.599
3/23/2021,4886,1290,2114,124.4,1368.6,213.1,1546,41.34,1348,1298.2,7215,1467,1388,2953.5,984,94.16,1847,272,3217,35.87,501,1030,1494.299
3/24/2021,4940,1283,2104,121.6,1387.2,212.9,1553.5,42.235,1342,1284.8,7130,1475,1396,2894.5,959.25,93.825,1871.5,278.15,3272,36.025,514.2,1062,1475.099
3/25/2021,4959,1290,2142,119.6,1351,212.6,1565,41.765,1352,1285,7210,1459,1412,2857,927.5,91.945,1868.5,268.85,3279,35.79,505.4,1046,1481.999
3/26/2021,4959,1284,2176,121.2,1376.4,215.5,1564.5,42.255,1359,1297.2,7271,1560,1426,2881.5,949,94.525,1911,286.4,3323,36.18,510.6,1063,1467.599
3/29/2021,4942,1288,2262,121,1374.4,215.6,1543.5,42.06,1376,1309.2,7394,1512.5,1446,2865.25,934.25,92.695,1904,284.7,3337,36.005,511.6,1071,1489.499
3/30/2021,5010,1317,2256,120.6,1368.6,220.1,1577.5,43.1,1376.5,1307,7289,1536.5,1470,2864.75,972.5,93.51,1913,286.05,3379,36.215,522,1078,1452.599
3/31/2021,4975,1299,2244,121.8,1335,219.2,1540.5,42.535,1378,1288,7247,1537.5,1492,2913.5,1000.5,94.45,1850,284.25,3391,36.04,504.8,1067,1462.499
04/01/2021,5044,1322,2299,122.6,1335.4,222.1,1551.5,42.77,1359.5,1277.6,7172,1566.5,1526,2962.25,1013,95.315,1884.5,285.65,3345,36.21,509.6,1070.5,1471.799
04/06/2021,5146,1336,2272,122.8,1355.6,225.7,1549.5,42.83,1374,1289.8,7183,1586.5,1590,3008.75,993,96.84,1901,291.65,3393,36.65,514.4,1086,1487.399
04/07/2021,5180,1348,2242,120.6,1374.4,231.2,1567,43.35,1381.5,1300.6,7099,1593,1582,3014,967.5,95.27,1927,293.1,3466,36.79,518.2,1090,1493.999
04/08/2021,5162,1381,2237,121.2,1346.4,228.7,1549.5,43.415,1396.5,1321.6,7243,1596,1600,3046,981.5,94.925,1898.5,294.3,3485,36.885,519.6,1095.5,1507.499
04/09/2021,5162,1373,2228,121.2,1335.4,232.1,1557.5,43.255,1400,1319.6,7287,1613.5,1651,3042.25,975.75,95.415,1907.5,288.7,3528,36.875,512.4,1083.5,1523.249
04/12/2021,5124,1414,2218,122.4,1336.8,231,1552.5,44.39,1400.5,1297.6,7225,1592.5,1651,3067.25,950,95.625,1894.5,286.2,3509,36.695,508.2,1090.5,1538.999
4/13/2021,5108,1430,2250,122.4,1328.6,234.5,1560,43.75,1406,1287.8,7167,1608.5,1680,3098.5,965,95.025,1887.5,286.9,3505,37.025,509.4,1110,1522.499
4/14/2021,5250,1421,2275,122.6,1365.2,237.6,1559.5,43.83,1416,1289.6,7271,1604.5,1679,3096.75,973.75,97.115,1872.5,302.5,3491,37.305,511.6,1126.5,1520.999
4/15/2021,5214,1438,2305,123,1364,245.3,1570.5,42.81,1435.5,1348.4,7400,1628.5,1697,3106,958.75,96.275,1942.5,303.2,3485,37.38,511.2,1121.5,1542.749
4/16/2021,5214,1447,2298,123.6,1350.2,247.5,1552.5,43.46,1445,1346.4,7380,1643.5,1642,3099,977.75,96.51,1977.5,302,3515,37.68,515.6,1127.5,1538.249
4/19/2021,5156,1439,2342,124.8,1337,248.3,1554,43.755,1412.5,1338,7418,1640,1639,3037,948,95.565,1969,303.8,3475,37.67,521.4,1130,1565.999
4/20/2021,4952,1408,2259,124,1291,247.2,1498.5,42.045,1414,1325.2,7494,1605,1545,2990.25,942.5,93.875,1947,290.75,3391,37.8,510,1139.5,1566.749
4/21/2021,5022,1425,2302,124,1306.6,249.6,1492.5,41.615,1466,1348,7620,1620.5,1527,3022.5,949.75,95.1,1967.5,292.9,3423,37.95,502,1123,1536.749
4/22/2021,5106,1446,2322,125.2,1302.4,255.4,1491.5,41.975,1492,1348.4,7673,1630.5,1541,3082,1002,96.89,1980.5,292.5,3426,38.145,511.4,1153,1544.249
4/23/2021,5182,1449,2301,124.6,1294.6,261.5,1510,42.635,1492,1342.6,7564,1647,1514,3084.75,1005.5,97.35,1991.5,296.25,3430,37.995,510,1145,1544.249
4/26/2021,5266,1439,2349,124.4,1309.8,265.5,1525,42.89,1474,1340.6,7530,1661,1536,3108,1007.5,98.715,1991,306.2,3446,38.32,527.2,1154,1516.499
4/27/2021,5226,1446,2337,121.6,1293.2,270.5,1521.5,43.575,1479.5,1336.8,7561,1640,1499,3107.5,1010.5,98.755,1969,302.1,3417,38.205,529.2,1153,1523.999
4/28/2021,5218,1460,2297,124.6,1317.8,278.6,1538,45.105,1485,1336.6,7507,1638.5,1505,3110.75,986.5,98.465,1961.5,302.85,3464,38.305,523.4,1156.5,1525.499
4/29/2021,5202,1471,2291,124.8,1299.2,285.9,1525.5,45.455,1568,1329.6,7398,1630,1490,3045,964.5,98.465,1983,300,3450,38.345,518.6,1165,1516.499
4/30/2021,5152,1474,2360,125.8,1299,291.5,1534.5,45.435,1570.5,1339.6,7715,1625.5,1528,3059.75,960.75,97.865,1965,295.2,3427,38.23,518.4,1165,1550.999
05/04/2021,5046,1440,2320,125.6,1308.2,278.3,1515.5,45.045,1535,1332.2,7629,1589,1491,2907.75,900.75,96.09,1950,296.2,3424,38.26,523.8,1168,1546.499
05/05/2021,5082,1435,2378,123.6,1334.2,286.1,1532.5,46.23,1539.5,1339.6,7674,1612.5,1492,2948.25,911,96.72,1988.5,309.9,3607,37.865,520.8,1148.5,1550.999
05/06/2021,5044,1464,2331,124.8,1356.4,287.2,1560,46.205,1567,1344.2,7680,1600,1474,2891,885.25,95.68,1965,312.3,3617,37.965,528.6,1170.5,1573.499
05/07/2021,5116,1475,2345,127.4,1368.4,290.8,1579,46.555,1583,1355.6,7735,1619.5,1470,2928.5,908.5,98.085,1964,322.75,3635,38.39,535.8,1173.5,1580.249
05/10/2021,4980,1452,2591,128.8,1364.2,291.9,1585.5,47.85,1545,1351.8,7717,1590.5,1446,2842.25,876,96.965,1960,331.25,3629,38.9,544.8,1178,1571.999
05/11/2021,4829,1423,2518,127.2,1313.8,281.4,1519.5,46.675,1526.5,1330.2,7632,1535,1434,2810.25,857.75,95.28,1886,327.9,3541,38.01,529.6,1126,1532.249
05/12/2021,4812,1419,2470,126.4,1353.8,282.6,1525,47.29,1508.5,1347.8,7786,1535,1399,2766.75,847.75,94.445,1906.5,333.1,3544,37.705,523.2,1120,1539.749
5/13/2021,4816,1428,2515,125.8,1325.2,279.5,1475.5,47.005,1513,1353.4,7852,1542,1393,2759.25,844,94.11,1917,324.4,3534,37.42,515.8,1106.5,1549.499
5/14/2021,4977,1448,2498,127.2,1362.8,287.2,1514.5,48.25,1526,1370.4,7864,1572,1400,2804.75,868.25,95.39,1938,324.6,3610,37.815,526.2,1112,1568.249
5/17/2021,4876,1438,2455,127.2,1368.4,286,1495.5,48.07,1516.5,1379.6,7895,1540,1398,2799.75,862.25,95.785,1936,325.15,3610,37.845,518.4,1112,1555.499
5/18/2021,4887,1460,2460,127.6,1362.6,284.7,1500,48.6,1518.5,1375.8,7930,1536,1435,2823,876.25,96.795,1958,324.6,3619,38.225,522.4,1120.5,1567.499
5/19/2021,4781,1550,2474,126.8,1324.8,282.1,1476,47.96,1511.5,1366.8,7954,1516.5,1409,2777.75,876,94.04,1903,313.8,3541,37.7,518.6,1108.5,1573.499
5/20/2021,4827,1551,2497,126.8,1330.2,292.9,1493.5,48.22,1549.5,1360,8131,1536,1412,2848.75,906.25,95.055,1923.5,311.7,3565,38.25,530.2,1118,1593.749
5/21/2021,4824,1499,2479,126.6,1340,289.1,1497.5,48.47,1554,1355,8135,1549,1412,2849.75,908.5,96.645,1922.5,310.35,3587,38.19,512.6,1115.5,1587.749
5/24/2021,4922,1514,2522,126.4,1350.4,282.1,1506,48.72,1563,1354.6,8150,1559.5,1387,2885.75,908.5,96.43,1920,311.7,3635,38.6,520.2,1128,1583.999
5/25/2021,4967,1500,2484,126.2,1314.8,286.2,1515.5,49.07,1555,1352,8083,1543,1390,2890.5,909.25,95.855,1925.5,305.3,3629,38.78,519.6,1109.5,1593.749
5/26/2021,4996,1486,2503,127.2,1315.8,292.2,1493.5,48.415,1560,1353.2,8020,1551.5,1402,2908.75,916.75,96.6,1926,307.5,3636,38.925,500.6,1116,1602.749
5/27/2021,4931,1466,2475,127.8,1289.8,305.5,1500,49.905,1531,1340,8100,1553,1400,2902.25,913.75,97.105,1916.5,321.75,3700,38.905,507.2,1126,1592.249
5/28/2021,4921,1468,2491,128.4,1283.6,310.3,1501,49.89,1540.5,1344.2,8046,1549.5,1423,2908.75,921.75,97.225,1906.5,321.45,3688,39.015,510,1135,1585.499
06/01/2021,5048,1490,2572,129.6,1306.8,306.1,1496,49.78,1532,1337.8,7957,1563,1430,2886.75,916.75,98.04,1923.5,331,3725,39.335,512.8,1135,1610.999
06/02/2021,5046,1486,2541,128.6,1340.2,309.2,1513,50,1527.5,1339.8,7932,1556,1440,2905,901,97.86,1942,333.55,3731,39.82,524.8,1141.5,1602.749
06/03/2021,4931,1483,2567,128,1336,305.4,1488,49.55,1499.5,1343.4,7948,1547.5,1440,2901,896.25,97.015,1913.5,325.05,3736,39.805,516,1121.5,1634.999
06/04/2021,4958,1479,2598,128.2,1328,311.8,1473.5,48.935,1501,1354.2,8055,1553.5,1423,2929.5,900.5,97.685,1910.5,329.75,3690,39.795,514,1145,1623.749
06/07/2021,4974,1482,2573,128.6,1328.8,309.3,1475,49.63,1501,1352.4,8005,1564,1427,2942.25,897.5,98.13,1910,323.7,3748,40.3,519,1160.5,1635.749
06/08/2021,5166,1475,2601,129.2,1317.2,305.6,1470,48.9,1472.5,1351.8,7935,1584,1417,2965.75,899,98.565,1926.5,323.75,3752,40.55,525.8,1174,1649.999
06/09/2021,5210,1449,2618,129.8,1333,300,1451.5,48.235,1506,1380.4,8130,1588,1394,2998.75,910,99.325,1904,318.65,3686,40.81,518,1177.5,1657.499
06/10/2021,5090,1429,2540,129.4,1346.2,298.6,1473,48.275,1542.5,1396.6,8282,1584,1379,2995,899.75,98.555,1917,319.9,3688,40.835,507.2,1175,1679.249
06/11/2021,5120,1438,2558,130,1359.6,301.9,1489,48.395,1546,1403.4,8340,1608,1421,3027.25,910.75,99.08,1932.5,329.1,3714,40.68,510.2,1152,1718.249
6/14/2021,5038,1452,2545,130.6,1393.6,304.8,1485,47.84,1549.5,1407.4,8348,1602,1445,3062.5,925.25,99.385,1955,327.65,3661,40.85,514.8,1150,1718.999
6/15/2021,5042,1432,2554,130.8,1426.2,305.4,1501.5,47.915,1551,1417,8343,1635,1398,3059,912,98.615,1938.5,321,3663,40.66,505.4,1136.5,1705.499
6/16/2021,5116,1416,2580,129.2,1418.6,302.7,1504,47.695,1549.5,1435.6,8404,1626.5,1377,3057.25,927.75,99.175,1956.5,317.05,3653,40.645,502.2,1141,1696.499
6/17/2021,5170,1416,2560,130,1418.4,297.7,1487,47.95,1557.5,1435.4,8383,1614,1384,3131.25,934.5,97.79,1935,305.6,3630,39.98,507,1132.5,1706.249
6/18/2021,5044,1376,2528,127.4,1362.2,296.3,1445,46.43,1528.5,1423.4,8384,1591.5,1335,3147.25,929.75,95.79,1844,297.55,3561,39.65,488.9,1120,1674.749
6/21/2021,5064,1376,2530,128,1362.4,294.4,1456.5,46.995,1540,1415,8408,1595,1340,3148.25,925.25,97.185,1875,301.25,3643,39.69,493.5,1111,1684.499
6/22/2021,5068,1376,2558,130.4,1400.2,295.8,1435,46.765,1551,1394.8,8350,1592,1340,3156.5,940,97.375,1892,307.6,3678,39.845,516.8,1131.5,1700.999
6/23/2021,5006,1354,2528,130,1421.8,294.4,1427.5,47,1540.5,1409.2,8322,1581,1386,3146,931.5,98.33,1877,310.1,3628,39.83,518.8,1123,1688.249
6/24/2021,5042,1340,2520,127.2,1434,299.1,1443,47.195,1558,1411,8415,1594.5,1451,3191,946,98.86,1891.5,314.15,3688,39.59,513.8,1115,1703.249
6/25/2021,4980,1367,2560,128.2,1450,301.7,1450,47.22,1567,1413.2,8499,1606.5,1460,3177.75,951.5,99.995,1897.5,315.2,3766,39.755,518.8,1116.5,1703.249
6/28/2021,4829,1379,2634,128.6,1398,294.6,1415,46.505,1557.5,1421.2,8666,1584,1488,3227,968.5,98.78,1882.5,309.55,3671,39.545,498.2,1098,1724.249
6/29/2021,4784,1402,2582,128.4,1400.4,293.3,1425,46.79,1558.5,1425.6,8674,1595,1503,3243,987.5,99.535,1908,313.7,3710,39.655,493.4,1075.5,1721.999
6/30/2021,4810,1419,2595,128,1399,288.3,1373.5,46.69,1562.5,1419.4,8683,1590,1475,3230.25,970.25,98.8,1901,309.45,3657,39.36,494.9,1074,1703.249
07/01/2021,4876,1451,2703,127,1438.8,289.1,1392.5,47.62,1588,1438,8742,1605,1510,3198.25,974,98.81,1917,310.5,3701,39.355,505.8,1094.5,1712.999
